,Unnamed: 0,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
534,114,119,20111217,B00005AUIE,4,"December 17, 2011",A1VRPTS2C1ATNJ,Great Value for the Money,These razors are reliable and they get the job done. My personal secret for silky smooth legs... shave with olive oil. Just be sure to rinse the razor well.    
3586,413,421,20101229,B0000C4KJ9,4,"December 29, 2010",A273CS68JXZ3G0,What you would expect,"Good toothbrush. The same thing that a lot of dentists give out. I am a grad student that bikes everywhere, so it was convenient for me to order this online. Getting 6 was nice so that I could replace my old one at home, leave one at school, and leave another at work. Now I have 3 extra when I need them. As unimportant as it is, the only drawback is that I didn\'t know what colors I would get. It\'s a 5 star product, but a 4 star process through Amazon I suppose. I mean seriously, what guy isn\'t dying to have three pink toothbrushes?"
5951,2778,2851,20110607,B003UKM90Q,5,"June 7, 2011",A18IUIKMRMUS4U,First Power Toothbrush,"This is my first power toothbrush and I love it! My sister has been using a Philips Sonicare toothbrush for years, but I didn\'t jump onto the bandwagon until recently. My dentist say I have a healthy mouth, but I like eating foods that tend to stain the teeth, such as curry. My good old manual toothbrush just wasn\'t doing a good enough job of removing stains. Thought I could get a sonicare like my sis, but it was so much more expensive and seems to be a bit high maintenance. Tried the Oral-B Vitality with the floss action brush head and it was amazing! It was gentle on my gums, no bleeding, and the bristles did a great job of leaving my mouth feeling very clean."
743,323,332,20080923,B00024C160,1,"September 23, 2008",A2N7CH5YOTKAZ4,These Are Garbage!,"I was so excited about the prices compared to the $23-$24 I pay for them in NYC. When they arrived, I shrugged off the German packaging. But when I used them, I knew I was had. These razors are very tough. They hurt and did a poor job. I went through several razors in the first pack, then opened the two other packs, hoping that maybe it was just one pack. But no, it was the whole lot. They all were terrible. I finally tossed them and went to my local pharmacy and bought another pack. My face feels so much better. If you think you found a good deal, Don\'t do it!    "
5505,2332,2386,20101021,B002HWS9GG,5,"October 21, 2010",A1S3X91R2ZU498,Good product at a good price.,"I  had been putting-of purchasing an electric toothbrush because of damage to my gums by using one many years ago.  After using this product for a couple of months, my gums are in much better condition!  The toothbrush prevents you from pressing too hard and a built-in timer lets you know when you have brushed long enough. A sensitive setting in easily set on the toothbrush and special bushes for sensitive gums are available from Amazon.When Amazon advertised a 50% refund coupon, I could no longer wait and overcame my reservations. My only problem is that I am still waiting for the rebate. I am very pleased with the toothbrush and I regret that I waited so long to try the newer, greatly improved generation of brushes."
3690,517,528,20120212,B0002KHU3I,5,"February 12, 2012",A30M103NTWE50R,Affordable refill,Great toothbrush refills at reasonable price.  Get toothbrushes for a year for $30.Delivery is fast and the product is not a knock off of the original product.
1347,927,954,20080407,B000XVSNTQ,5,"April 7, 2008",A2PNOU7NXB1JE4,Long time fan,"I have happily used Venus razors since they first came out. This product is fine although I can\'t tell much difference in this one vs. the other versions except for color. I do find the shower holder handy and am glad it comes w/ suction cups vs. double faced tape.If you are already a fan, you will continue to be with this one. If you haven\'t tried one yet, this is is a good choice since it comes w/ the holder. You will notice a nice smooth effortless shave and no nicks since the razor is so adaptable to the shape of a women\'s ankle and leg.    "
3986,813,830,20111005,B0002M5JO8,5,"October 5, 2011",AZVIFBHF16SRU,Excellent,"These are perfect, have been looking for replacements forever. So glad I was shopping at Amazon.  I really thought I got a great deal on price, especially since I couldn\'t find the correct heads in the stores, I will definately purchase again when needed."
3012,2592,2673,20101230,B004B8AZH0,5,"December 30, 2010",A2P103ZDKQ549A,"great razor blades, inexpensive","After getting my prime membership I realized that I can get a lot of everyday items here on amazon.com with free shipping and at a very reasonable cost. So one of those items turned out to be the ever so expensive (at the grocery store) razor blades. I for one dread the day I have to run to the store and spend close to $30 on razor blades, I find it to be so expensive and outrageous that it offends me. Of course in comes amazon with a great price on a package of 8 blades for a great price, under $20 and free shipping, that\'s nearly $2.50 per each razor blade. Truly a great deal, I even saved 15% extra because I signed up for an automatic re-order in 6 mnths. Go amazon!    "
2520,2100,2176,20101221,B003987CL0,4,"December 21, 2010",A3R33KMESG0XGQ,"Good, but only for a while.","I\'ve been using Gillette since my first razor--which, incidentally, was my first razor--and they have treated me well over the years.  Despite their abundantly mass-produced stock, they have been well-built (some more than others) and have stood the test of time.  These new fangle-dangled battery-operated ones, however, are questionable.They vibrate to shake the hairs from their rested position, and, as I\'m the only one who can grow a full beard in my family, getting the closest shave is very important.  But more than any technology can provide, you must know your face more than the razor knows it.  While Gillette\'s multi-blade cartridges to a great job for my face, I sometimes find myself turning the vibration off because it interrupts my study of my face.  Where I know some bumps on my cheeks and chin should be, the vibration may confuse me and cause me to improperly shave and leave some spots thicker than others.The blades themselves are super sharp, but very expensive and a pain in the butt to clean.  My sink cannot handle wads of hair (nor should any other household bathroom sink), but water is the only way to wash these suckers of the hair stubble, but it also washes away some of the lotion attached (depends which cartridges you get).  In the long run, these razors will be very costly, so I\'m considering doing the ol\'-fashioned wet shaving.All in all, however, I will still keep this Fusion on hand for the comfort a Gillette shave provides, and will turn the vibration on to keep my skin massaged, and off when I end up missing some spots on my face.    "
87,87,87,20110804,B0029NYPY8,5,"August 4, 2011",AYRPJGG5T7TE4,An excellent product!!,"I was getting ready for an overseas trip when I bought Always feminine wipe. It was my first experience with any feminine wipes and I am absolutely pleased with them. During a month-long trip at a high humidity, hot area, they made me feel refreshed and clean. I didn\'t have any side effects I was afraid I might have from using wet wipes frequently. I will continue using them at home even when I am not traveling."
2734,2314,2392,20111004,B004A7T712,5,"October 4, 2011",A273EKI8EQJL4P,Excellent Product,great product. very effective in controlloing  excessive  oil . i likes  its two in  one  use . i will buy again.    
3317,144,147,20100927,B00006ANDK,5,"September 27, 2010",A225Z936BSFIJ0,Oral B brush heads,"It\'s impossible to find extra-soft brush-head replacements for my Oral B electric toothbrush, so this was wonderful.  They arrived quickly and a package of 3 was perfect."
509,89,93,20061222,B0000530JF,5,"December 22, 2006",A38QEATH3NODFM,"These are the best blades, don\'t waste money on sensor 3 or the store brands, best value right here.","I have had the original Sensor for almost 12 years now, and it still works the best of the ones i have tried. The Sensor 3 blades nick me up more, the Mach 3 again tends to nick me up more as well, and any of the store brand replacement heads for this Sensor just do not work out as well as the original sensor/sensor XL heads.  The two blades seem to give me the closest shave without irritation, and after 12 years that alot of shaving. Don\'t waste money on more expensive newer models, if you have this one or can get this one, blades are cheaper and it does better.    "
5461,2288,2340,20101117,B002HWS9GG,5,"November 17, 2010",A3NWELHO6NNQRP,Best electric tooth brush,"I have been using Oral-B electric tooth brushes for a long time and I use to use the less expensive one and it lasted forever but because of my mistake the charger stopped working and I bought the Oral B Triumph. More recently I noticed that Amazon had the new version of the Triumph, which is called the SmartSeries, for the best price in town so I got another one. This product is the best out there, once you start using this you will NEVER go back to using anything else. The battery charge lasts much longer, you can\'t go wrong with this product."
2214,1794,1864,20110303,B003983HRI,5,"March 3, 2011",A15S9TD7F9CM5N,Great razor,"This is the best razor, that I ever used.  It allows a very smooth shave.  Very good product.    "
3013,2593,2674,20101228,B004B8AZH0,5,"December 28, 2010",AXS6MZCM0URDK,The best razors I\'ve used,"There isn\'t much to say.  It seems new razors come out every other week.  For the time being, these are my preference but I\'m sure there will be 6 blade razors next week.    "
2870,2450,2529,20120107,B004B8AZH0,5,"January 7, 2012",A3MQ9454KOLNJ7,whiskers,This is a great product. I have been using it ever since it came on to the market. The Amazon price is number one.    
4116,943,962,20110108,B000AUIFCA,4,"January 8, 2011",A1CRUVCWRKMDW5,Correct product,"This is exactly the product I ordered.  Still, it took three shipments to receive the correct product. There were several models but only one fit my unit. My patience was sligtly stressed because I thougt that I woild have to purchase a new tooth brush to get a somplete unit.Thanks"
2206,1786,1856,20110511,B003983HRI,5,"May 11, 2011",A1Y6LUBE475W1P,Excellent,"Actually bought this for my wife. (she was using my Gillette Fusion!) She enjoys the smoothness of the shave it gives... so instead of allowing her to use up my razor replacements, I bought her the new and improved version to my razor. (a loving gesture on my part)    "
495,75,78,20111226,B0000530JF,1,"December 26, 2011",A20IAVHNM74MIZ,nope.,"I can\'t see what all the hype is about these razors. I bought a large quantity thinking they would blow my old razor (Gillette Venus) out of the water. Big mistake. To me these are no different then cheap bics. Initially I was cutting myself constantly, which was never a problem with the Venus. Then the razor burn which was so unbearable that I had to slather my legs in aloe for relief. The irony is that I suffered this for no reason - they didn\'t even give me a smooth shave and after a months usage I found myself WAY more susceptible to nasty ingrown hairs. So I don\'t know if I just got bad batch of cartridges or what, but I think for people who have really sensitive skin this is a total waste of money! Back to Venus!    "
3259,86,87,20061109,B00006ANDK,5,"November 9, 2006",A156ZZPU94D21S,Love this product,I love Oral B it is one of the most effective ways to brush your teeth& so affordable -- I have been buying this product for quite a while the price is GREAT !!!You will not be disappointed if you buy these refills for the Oral B toothbrush
3873,700,717,20101024,B0002M5JO8,1,"October 24, 2010",A2ZZK4JVXG2WI2,I cancelled this 1 head replacement subscription,"I have cancelled this subscription.  Amazon\'s note to me  \'You canceled this subscription on September 17, 2010\'.  I have signed up for 2 units of 3 brushes every 6 months.  My account note reads: \'Delivery schedule: 2 units once every 6 monthsPlease correct my subscription account to reflect the information in my subscription account.ThanksFrank Freiler"
4664,1491,1525,20100107,B001CX4JSS,5,"January 7, 2010",A2RVJ8PFFUMXEW,Love the Pulsonic,"I purchased the Oral-B Pulsonic for my wife, who\'s former high end rotary Oral-B toothbrush broke a few weeks ago. Having tried multiple rotary style brushes and battery-operated pulse brushes, I was a bit wary on the switch to a Sonic/pulse brush since she was quite fond of her former brush.Summary (per the wife)- Size...perfect for smaller hands/mouths, but very useful for getting to those hard to reach areas. Better portability; however, because of the small diameter of the base, it doesn\'t stand upright that well (but too big to fit in any toothbrush holder slots)- Charging Base...takes up a very small footprint on sink- Price...much lower than many newer Oral-B/Sonic-care brushes- Performance...cleans extremely well, takes a week or so to get used to it.I did try it out for a day or so, too (don\'t tell the wifey!!!) and was quite pleased by the pulsing sensation and the way it made my teeth feel/look. I liked it so much, that I decided to get one for mom, too!!!"
6546,310,318,20100616,B004IS92L8,5,"June 16, 2010",A29VG90T649CSU,Great conditioner...goodbye flathead!,"This is the first time I have tried the Pantene conditioner for fine hair (although I have used other Pantene conditioners in the past). My hair is also curly, and on the dry side. I am very pleased with the results from this product. When I use a conditioner for curly and/or dry hair, it definitely weighs down my hair, and the volume is gone. This conditioner gave me all of the conditioning elements I needed, without being heavy. I was definitely surprised at the amount of volume I got from my curls after using it. This one is a keeper, and I would recommend it to anyone who has fine hair, even if your hair is dry. It works! "
4473,1300,1331,20111017,B000WLXC0W,4,"October 17, 2011",A3JVCXXAOZ7FQ7,Tooth brush replacement heads,My wife told me to order these and I do as I am told :))  She wanted them-- she has them; she is happy and if she is happy I am happy
6624,388,397,20100610,B004ISB3AG,4,"June 10, 2010",A2OCDK0BOW6UCY,Just Fine,"It is a challenge to style fine hair.  Obviously, a good cut and judicious use of product help.  But even under the best of circumstances, the volume just does not last. This shampoo claims to be formulated to give fine hair that much needed boost, which, when used with other products in the line, will last all day.As a shampoo it is just fine.  It lathers nicely and has a pleasant light fragrance. (The hair gods have truly cursed me..in addition to stubborn, wavy fine hair, my hair only holds obnoxious odors like cigarette smoke and the awful fried smell from grills.  So fragrance usually is not an issue for me.)  The shampoo did remove the product I had used previously and left my hair soft, shiny with nice body.  I did not notice any significant difference from this shampoo as opposed to any other.  Obviously, super clean hair has more volume and bounce than hair not in its first freshness.  I did also try it with a sample size of the conditioner and root lift and must say that the volume held, but again not significantly more so than when I use other light conditioners and root lift.  So while I probably am condemned to continue with a good cut and styling aids, this is a satisfactory product in all respects.  It is relatively inexpensive and delivers good results,.  So while the Breck girl has nothing to fear from,me, I will continue to use this shampoo as well as the root lift and conditioner. "
1222,802,828,20060604,B000BUW8WM,2,"June 4, 2006",A2TPHGEUSE2L1A,Pretty Bad shave,HiAll i can say is whoever said a blade shaves closer than an electric never tried the Fusion......this is the worst shave ever. even worse than cheap disposibles. Save your money.    
6135,2962,3042,20111103,B003UKR67M,5,"November 3, 2011",A2QHRN8JSRQ4AZ,Great value for great product,"We received our Oral-B power toothbrush a few days after ordering and we have both been very pleased with our results.  After a few weeks of using it, both my wife and I have cleaner feeling teeth, less gum bleeding, and better breath.  This toothbrush is well worth the money and comes with several heads so you can share with a partner."
3055,2635,2716,20110826,B004QE83VE,3,"August 26, 2011",A1BK60GZ4QME6I,Good shave but moisture bar not durable,"Gilette razors have always provided a consistent, smooth shave.  My wife has tried many different razors, many of them from the Venus line, and this one is about average.I\'ll try to just accentuate the nehative aspects she encountered, as most people seem to be more interested in that type of feedback. The three-blade design is a bit dated, and the razor itself it a bit bulky, making the whole thing a little awkward.  After 3 uses, the mousture gel bar fell off, rendering the razor\'s intended purpose useless.  Other than this, this razor does produce a smooth shave and minimizes razorburn.  Unfortunately, the blades do seem to get gunked up and don\'t rinse out easily.Overall, I give it an average review.  My wife prefers the Intuition, but says that this Venus ProSkin is \'about the same\' and ended up buying the refills.  Check your local paper for coupon savings on the refills.    "
2824,2404,2483,20091130,B004B8AZH0,5,"November 30, 2009",A33BQL5NPLT7G3,No cuts,I feel with razors you get what you pay for. These blades are totally worth the money    
4823,1650,1693,20110402,B001CX4JSS,1,"April 2, 2011",A1ZRU2A3FM2HBN,Brush Head Falls Off,Warning. The brush head falls off constantly while brushing unless you hold it by the neck just below the brush which makes it very hard to brush. I have read this problem on other sites... unfortunately not until I purchased it. Under the sink it goes as soon as can buy something else.
1119,699,722,20060318,B000BUW8WM,4,"March 18, 2006",A2SQHMJ5SR992U,"Pretty good, though not substantially better than M3 Turbo","This razor works very well and gives a very clean shave, although I would say it is maybe only 20% better than the M3.  It was a little rough for my first shave, but that is to be expected with any new top of the line razor.  It took me a while for skin to get used to the previous M3 razor as well, but once you are used to these razors, they work very well.  This does give an awesome shave, but I don\'t think it\'s a whole heck of a lot better than M3.  The blade on the back is ok, but is too big for small spaces.  It does work nice for trimming the hard to get to corners of my mouth.    "
711,291,300,20111204,B00024C160,5,"December 4, 2011",A2FQOVYK4YR6I,Arrived immediately,I think this arrived the next day.  Great service.  Glad to find the cartridges here since they are discontinued.  Brand new of course.  Thank you.    
476,56,59,20030308,B000052YHS,3,"March 8, 2003",A25GTWYWNXLF9E,A great shave - ya ! Whu ? HOW MUCH for blades ?! WHAT ?!,"As far as clsoe shaves go, TECHNICALLY (performance wise)it\'s the best razor I\'ve ever used. The blades glide over my face, and keep me from becoming a stubble road. Great design too!Now for the complaints. A) The cost is REALLY ridiculous-gee, thanks a lot Gillette. The most money you can get, right?B) The blades don\'t keep after about three shaves. THe lub strip goes, and the blades start to go too.And don\'t tell me to switch to Mach 3 Turbo....even as much of a waste, although the lube strip stays on longer. Not worth it.Ah, Mach 3. If ya was cheaper, I\'d be shaving with you more.So long Mach 3....you\'re just a Mach 2 to me. ontario    "
0,0,0,20040520,B0001KOCI0,5,"May 20, 2004",A1GQA2YH93AOT0,Perfect,"I usually use Kotex pads for gym class, but these are just as great.  They are thin, absorbent, and fit snuggly into my panties just like my other pads.  In fact, they hide my feminine needs from the boys even better.  I now wear one every gym class."
3408,235,240,20090831,B00006ANDQ,5,"August 31, 2009",A19PZ7R9CMX6AJ,Best Price,The price for these Replacement heads was excellent.  Beat Costco by a large margin.  Would recommend to anyone using electric toothbrushes.
4335,1162,1189,20111214,B000AUIFCA,5,"December 14, 2011",A3TQIYP314KU11,Mine seem to be genuine,"I ordered this product from Amazon this week.  From what I can tell by inspecting them they appear to be genuine - there is no dye bleed, they have two rings, serial numbers are there, etc.  (I appreciate all the pictures that have been added to show the differences between the real ones and the frauds!)"
3344,171,174,20081023,B00006ANDK,1,"October 23, 2008",A3N4DPOXCI7MUY,This is NOT sentitive toothbrush heads,This item is not sensitive soft heads.It shows a picture of 4 sets of 3 Oral-B sensitive toothbrush heads but actually not.And it says that List Price:$79.96 You save 79%It looks like they give you a huge discount.But it is only 1 set of 3 Oral-B PRECISION CLEAN.(Not sensitive one.)
5985,2812,2886,20110120,B003UKM90Q,5,"January 20, 2011",AQB4DH57MSZSC,It packs a punch,"This seems to be a great little toothbrush for the price. The handle is much larger than I like on a toothbrush, and the base should be regularly cleaned for sanitary reasons as well. However, this is a powerful little toothbrush - at least it gives you the impression you are really getting your teeth cleaned. The extra head it comes with is a plus too, and the timer helps, though if you have a big mouth like mine, you may need more than 2 minutes to brush. I have almost always used less expensive electric tooth brushes, and this is among the best I have tried before."
6430,194,196,20100819,B003JA3KDW,4,"August 19, 2010",A2QR043WBXXX6L,"Nice product, but I\'m still looking....","I am a Pantene fan to begin with, so I had great expectations of this product.  It\'s....nice... but not spectacular.  Not much difference in any of the Pro-V products that I have tried so far.  I have fine, very dry, very curly hair, that in my old age tends to look very frizzy, especially in this humid summer weather.  I am still looking for the magic bullet conditioner/shampoo combo that will help control the dry frizz.  Pantene is better than most, but I\'m still looking for better.... "
2299,1879,1951,20101209,B003983HZK,4,"December 9, 2010",AGUZ2WHZS985A,razor,"service was fast, item was as ordered, good product, could be less expensive.  It provides the most comfortable shave I have ever had.    "
2727,2307,2385,20120204,B004A7PB26,5,"February 4, 2012",A27DEQSXJ9PFHU,Dry skin? This is the bodywash for you.,"If you\'re a guy with dry skin, and you don\'t want to use lotion (what guy does?), then you should try this bodywash. I\'ve been using this product ever since it came out and it definitely lives up to it\'s \'hydrator\' name. My skin never cracks or feels overly-dry anymore. It also lathers up very well and has a nice scent, so overall it is a fantastic bodywash. The ONLY negative is that it seems to leave a bit more residue in the tub than the others, however I don\'t think that is much of an issue (you do clean your bathtub at least every now and then, right?).I would recommend this bodywash for any guy who has dry skin, so give it a shot. (And to respond to another review -- it most definitely does NOT leave my skin feeling oily)    "
5774,2601,2664,20100906,B003UKKH6O,4,"September 6, 2010",AC24H4N4HYNU5,Nicely priced for a first-time user of an electric toothbrush,"This is my first electric toothbrush. I am extremely happy with it. I would recommend it as an entry-level electric toothbrush to those who are too unsure about the technology to pay for one of the more higher priced models.Full disclosure: I received this toothbrush free as part of the Amazon Vine program. However, at the low cost of $29.99 I probably would\'ve bought it anyway. I think it is definitely worth that price for a first-time electric toothbrush.PROSCLEANING: My teeth get much cleaner when I use this toothbrush versus my traditional one. They feel smooth, just like I came from the dentist. Flossing also seems easier while using this toothbrush because, with the right tilt on the brush, it is better able to clean between my teeth and at the gum line, so there seems to be less tartar buildup when I floss.WHITENING: The stain removal is EXCELLENT. My teeth are not that stained, but during the 2 weeks I\'ve been using this brush, I\'ve noticed a *significant* decrease in the yellow stains near my gum line.BATTERY: This may sound odd, but I liked the way the battery ran out. I was a bit concerned about what would happen and how I would handle it (the instructions give no clue). It pretty much just stops working, no wind-down at all. I liked that because it left no mystery as to \'will it or won\'t it\' finish and I just finished brushing my teeth with it manually. I\'ve used this toothbrush 1-2 times per day for over 2 weeks now, and I\'ve only had to charge it once.REPLACEMENTS: The brush indicates when it needs to be replaced via color loss on the bristles (just like some traditional toothbrushes do). It does come with an extra head, as well as a $3 coupon for another one.CONSDROPLETS: The only negative on this toothbrush is probably just due to my inexperience with electric toothbrushes: it sprays toothpaste droplets onto my clothing. Now I try to brush my teeth before I dress, or else I drape a hand towel over my blouse while brushing.VIBRATIONS: As others have mentioned, the vibrations are INCREDIBLY strong on this toothbrush. You should NOT press it hard against your teeth; just lay it gently onto them and let the brush do the work for you. My teeth are EXTREMELY sensitive (I have several cracked ones) and once I stopped pressing with the brush, I had no problems with pain due to the vibrations. However, the vibrations DO make my nose ticklish.Unlike other reviewers, I have NOT experienced any \'gunk\' buildup in the toothbrush stand because I always rinse off my toothbrush the way the instructions say to. (If you put ANY toothbrush back in its holder without rinsing it well enough, you\'re going to get \'gunk.\')Overall, I would recommend this as a fine first electric toothbrush, especially at this price point."
3533,360,368,20100919,B00006ANDQ,5,"September 19, 2010",A3U5S8WJG6XSLQ,Oral-B Precision Clean Replacement Brush Head,Been a regular buyer of this product and have always been satisfied with the purchase
3102,2682,2765,20110326,B004QE83VE,5,"March 26, 2011",A1VTOFY4N47RGF,Good design,"This is a nice all-in-one razor.  The moisturizing strips serve as shaving gel.  I like the design of the handle with two index finger rests, one close to the blade and one 1+\' higher, so whether you\'re reaching for your lower leg in the shower, or up close with the upper leg, you can get good leverage.  I got a closer shave the second time I used it, due, I would think, to the fact that the strips were worn down a bit and there was better contact with the triple blade.  The little shower caddy hook is a nice extra.    "
3044,2624,2705,20120324,B004PF3MZQ,5,"March 24, 2012",A199NLJZ92EJF5,Quick Shave!,"These razors are great when you just want to tidy up your legs quickly--no need to use shaving cream. They\'re best used for leg area since the wide size of the product would be difficult to use for bikini area. I get these on automatic delivery, so I never run out.    "
2806,2386,2464,20100304,B004B8AZH0,4,"March 4, 2010",AX9T8RB9S17V5,Only recieved Half of my order!!! Be Careful! EDIT/UPDATE: Seller Sent other Half by priority mail,"I am extremely disappointed. I had ordered a quantity of TWO! 12-Count packages FOR A TOTAL OF 24 CARTRIDIGES and ONLY recieved one 8-count and one 4-count packages for ONLY a TOTAL of 12- cartridges. I would like to receive My remaining order as I had paid for. I paid over $50 for this order. Be careful when ordering with these guys, cause you may not get what you paid for on time. I am awaiting a response and will file a claim against Jerry TF Liquidators if they do not either return half of my money or send me the other half of my order.EDIT/UPDATE: Seller honored his/her part and sent the other half of the order by Priority Mail, with apology. Thank You. Good Deal.    "
728,308,317,20100729,B00024C160,1,"July 29, 2010",A9JYNIFC9U5TB,There is degradation in quality now they\'re being phased out.,"My husband had heard that this was happening, but hoped it wasn\'t true.  Although we haven\'t tried all the blades we purchased, of the first group of five, the first two lasted for only 2-3 shaves before showing significant signs of wear.  This is very disappointing, not to mention a shame it might be a waste of money to have purchased these, but we both liked the MP3 best and hoped it would be kept.  I will update my review if it turns out that it was perhaps a bad batch.    "
2617,2197,2274,20110805,B0039LMTHE,4,"August 5, 2011",A2UCI04SQWOGGC,"Not quite as advertised, but they seem legit (not counterfeit)","After reading some bad reviews concerning counterfeit Gillette blades, I took care to inspect these carefully upon receipt.My first observation is that what I received was NOT one 15-count blister \'sustainable\'-pack of blades as advertised, but rather, two 8-piece cardboard packs. I know I get an extra blade out of the deal, but based on what was advertised, and what various sources suggested, this discrepancy made me immediately suspicious.However, upon close inspection of the blades themselves, they seem authentic- A real lubricating strip, the little \'fins\' at the bottom of the blades resume their original shape after being pressed, the blades are in good alignment, are clean, and have what seems to be dots on them indicative of authentic Gillette manufacturing.  Even the boxes have evidence of being machine-glued, and not hand-glued. One test I haven\'t actually tried is shaving with them, but at the moment, I\'m convinced they\'re the real deal.So, I appreciate the free blade, Razors N More, but please- In such a counterfeit-saturated market, I think it would be best to stick to the letter of your product description.    "
548,128,133,20110726,B00005AUIE,2,"July 26, 2011",A30GAVKIP3Y8AV,"Meh, I\'m going back to the low tech Schick Silk Effects","These razors dull very quickly compared to my Schick razors.  I used to be able to shave my legs 3 - 4 times with the Schick.  The Venus blade kind of dies after two shaves and if you use it in the armpit area after the leg, it is rather uncomfortable.    "
5201,2028,2076,20110812,B002HWS9GG,5,"August 12, 2011",A3LCMBW8E5TKAF,"This is worth the money, especially with Oral-B\'s 50% rebate!","This is my first electric toothbrush.I\'ve used it for 2 weeks and I must say, my teeth feel polished, my breath is fresher for longer, and I\'m 99% sure that I removed tartar from the teeth in the back of my mouth that manual toothbrushes can\'t ever reach.With my tongue, I felt this hard, raggedy stuff stuck to where my teeth and gum-line meet. No matter how hard I picked at it or brushed on it, it would always be there. I google-ed it and found out it must be tartar/calculus, hardened plaque that only a dentist and his tools could remove. Well, two weeks with this toothbrush, I can brush my tongue along the same places and I no longer feel the hard, raggedy stuff--only my smooth, round tooth! I\'m truly amazed.Notes about the product:-Packaging was great, easy-Charger is lightweight-Travel case is convenient-Toothbrush is excellent minus one time my grip slipped because the silver portion of the handle is smooth-Toothbrush heads a bit pricey at $20 for 3, but I got a 2 year pack at Costco at discount-Charging takes what feels like FOREVER, so charge overnight after it dies(I re-charge once every week. I read from another reviewer that keeping it charged on the base is no good since the battery lasts only for so many re-charges before it dies and you have to replace your toothbrush entirely)-I may have been able to make do with the cheaper 4000 version without the Smart Timer thing, but it acts like a clock in my bathroom nowENJOY!***Heads up for REBATES: Make sure to buy with Oral B\'s 50% rebate. However, this \'rebate\' is not cash back or a true rebate where the money is refunded to you; rather, it is in a form of a prepaid Visa which annoyed me greatly because instead of getting money back into your accounts, you are forced to spend money on a card that also has Account Maintenance Fees. I was livid as I discovered this this morning after speaking to the Oral B rebates rep who also apparently \'just learned\' about the rebate policy changes. She had originally told me all rebates come in a check form, not a card, but after two phone conversations, I now know all rebates come in a card form, not a check."
3585,412,420,20110404,B0000C4KJ9,1,"April 4, 2011",A1R5UPSOH21D3D,one quarter the bristles of a regular toothbrush,This is the worst toothbrush I have ever used. The size and amount of bristles are about one quarter that of a \'normal\' adult sized toothbrush. I feel like I am brushing with a childs toothbrush. These really suck! What a waste of money!Update: 5/23/2011. At least one bristle comes off the brush into my mouth every time I brush with this toothbrush. I\'ve never had this happen with any other toothbrush I have ever used. This product is garbage.
4149,976,995,20101001,B000AUIFCA,5,"October 1, 2010",A32SB30YC2NO0P,Best!!,"Hmm.. what can I say! these refill design is awesome! I dont know if the little 4 yellow rubber \'thingi\' really work as a floss, or if they really clean better.But, mouth feels great after brushing. It may be because its my first electric toothbrush and I pay more attention to my brushing. But I think the results are much more than what I may get by just paying more attention.I would suggest 3 types of brush heads (use different everyday for a change.. ;) haha)1st - Floss Action, 2nd - Dual Clean and 3rd - ProWhite."
2337,1917,1989,20110824,B003983I1S,4,"August 24, 2011",A26T1XUFIWYL6P,Great blades!,Love these blades but they are super expensive everywhere - even here if you ask me!  But this was best price anywhere.  Much cheaper than brick & mortar in my area.    
2036,1616,1669,20110827,B001JQLNFU,1,"August 27, 2011",A2AVZ267P631Q2,Worst shave since jr high!,"The first time I tried any Venus product years ago, I was a huge fan.  That\'s why I bought this spa breeze razor in bulk, thinking it would live up to the other times I\'ve used this brand.  Was I ever wrong!!!  The built-in gel bars around the razor edge fell off within a week.  Besides that, I get razor burn every time I shave now and have already cut myself 3 times since I started using it. In addition, within 24 hours I feel significant stubble again. This razor is worse than the cheap disposables you can buy at a fraction of the cost.  If you value smooth legs at all, do not buy this product.    "
3475,302,309,20081018,B00006ANDQ,5,"October 18, 2008",A1578Q2INOZ4HR,Great for brushing your kids teeth!,"I am a pediatric dentist and I think this brush head is the perfect size for brushing your child\'s teeth.  It is compact enough to fit in their little mouth.  Be sure use the gentler setting on the handle for them, and use light pressure.  I use this exact brush for my own kids, and they love it.  Miles better than cheaper battery powered brushes.  Tyr to get the extra soft bristle type if you can find them.  They are very durable.  As the parents all know. Kids love to bite down hard on toothbrushes.  There brush heads can take the abuse.  They just stop spinning when kids bite down on them, and never breaks.  http://www.coronakidsdental.com"
2051,1631,1684,20111212,B001JQLNG4,2,"December 12, 2011",A34ZSDJ7C5N4ZD,Doesn\'t function like original product,"I\'m sorry to say that this razor looks counterfeit to me. Every time I use it, it feels hard and not smooth.I used it 3-4 times before writing this review and every time it felt the same.Not recommended, better buy from a grocery store..2 stars for timely and complete delivery...    "
3829,656,671,20101102,B0002KHU3I,5,"November 2, 2010",A3EMQ7D3SR14LZ,Awesome brush heads!!!,"These and the FlossAction heads are my favorites.  These heads cover more brushing surface area and last longer than other heads.  In fact, they\'ve been lasting twice longer than my other heads in my experience.  Therefore, I will keep buying these Dual heads."
